instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
record_444,spring,2012yr,mar,no_holiday,weekday_1,workday,Clear,0.545,0.532821,0.72875,0.162317,982,5171,6153
record_445,spring,2012yr,mar,no_holiday,weekday_2,workday,Clear,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
record_446,summer,2012yr,mar,no_holiday,weekday_3,workday,Mist,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
record_447,summer,2012yr,mar,no_holiday,weekday_4,workday,Clear,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
record_448,summer,2012yr,mar,no_holiday,weekday_5,workday,Mist,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
record_449,summer,2012yr,mar,no_holiday,weekday_6,not_workday,Mist,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
record_450,summer,2012yr,mar,no_holiday,weekday_0,not_workday,Mist,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
record_451,summer,2012yr,mar,no_holiday,weekday_1,workday,Clear,0.445833,0.43875,0.477917,0.386821,795,4763,5558
record_452,summer,2012yr,mar,no_holiday,weekday_2,workday,Clear,0.323333,0.315654,0.29,0.187192,531,4571,5102
record_453,summer,2012yr,mar,no_holiday,weekday_3,workday,Clear,0.484167,0.47095,0.48125,0.291671,674,5024,5698
record_454,summer,2012yr,mar,no_holiday,weekday_4,workday,Clear,0.494167,0.482304,0.439167,0.31965,834,5299,6133
record_455,summer,2012yr,mar,no_holiday,weekday_5,workday,Mist,0.37,0.375621,0.580833,0.138067,796,4663,5459
record_456,summer,2012yr,mar,no_holiday,weekday_6,not_workday,Mist,0.424167,0.421708,0.738333,0.250617,2301,3934,6235
record_457,summer,2012yr,apr,no_holiday,weekday_0,not_workday,Mist,0.425833,0.417287,0.67625,0.172267,2347,3694,6041
record_458,summer,2012yr,apr,no_holiday,weekday_1,workday,Clear,0.433913,0.427513,0.504348,0.312139,1208,4728,5936
record_459,summer,2012yr,apr,no_holiday,weekday_2,workday,Clear,0.466667,0.461483,0.396667,0.100133,1348,5424,6772
record_460,summer,2012yr,apr,no_holiday,weekday_3,workday,Clear,0.541667,0.53345,0.469583,0.180975,1058,5378,6436
record_461,summer,2012yr,apr,no_holiday,weekday_4,workday,Clear,0.435,0.431163,0.374167,0.219529,1192,5265,6457
record_462,summer,2012yr,apr,no_holiday,weekday_5,workday,Clear,0.403333,0.390767,0.377083,0.300388,1807,4653,6460
record_463,summer,2012yr,apr,no_holiday,weekday_6,not_workday,Clear,0.4375,0.426129,0.254167,0.274871,3252,3605,6857
record_464,summer,2012yr,apr,no_holiday,weekday_0,not_workday,Clear,0.5,0.492425,0.275833,0.232596,2230,2939,5169
record_465,summer,2012yr,apr,no_holiday,weekday_1,workday,Clear,0.489167,0.476638,0.3175,0.358196,905,4680,5585
record_466,summer,2012yr,apr,no_holiday,weekday_2,workday,Clear,0.446667,0.436233,0.435,0.249375,819,5099,5918
record_467,summer,2012yr,apr,no_holiday,weekday_3,workday,Clear,0.348696,0.337274,0.469565,0.295274,482,4380,4862
record_468,summer,2012yr,apr,no_holiday,weekday_4,workday,Clear,0.3975,0.387604,0.46625,0.290429,663,4746,5409
record_469,summer,2012yr,apr,no_holiday,weekday_5,workday,Clear,0.4425,0.431808,0.408333,0.155471,1252,5146,6398
record_470,summer,2012yr,apr,no_holiday,weekday_6,not_workday,Clear,0.495,0.487996,0.502917,0.190917,2795,4665,7460
record_471,summer,2012yr,apr,no_holiday,weekday_0,not_workday,Clear,0.606667,0.573875,0.507917,0.225129,2846,4286,7132
record_472,summer,2012yr,apr,holiday,weekday_1,not_workday,Clear,0.664167,0.614925,0.561667,0.284829,1198,5172,6370
record_473,summer,2012yr,apr,no_holiday,weekday_2,workday,Clear,0.608333,0.598487,0.390417,0.273629,989,5702,6691
record_474,summer,2012yr,apr,no_holiday,weekday_3,workday,Mist,0.463333,0.457038,0.569167,0.167912,347,4020,4367
record_475,summer,2012yr,apr,no_holiday,weekday_4,workday,Clear,0.498333,0.493046,0.6125,0.0659292,846,5719,6565
record_476,summer,2012yr,apr,no_holiday,weekday_5,workday,Clear,0.526667,0.515775,0.694583,0.149871,1340,5950,7290
record_477,summer,2012yr,apr,no_holiday,weekday_6,not_workday,Clear,0.57,0.542921,0.682917,0.283587,2541,4083,6624
record_478,summer,2012yr,apr,no_holiday,weekday_0,not_workday,Light Snow-Light Rain,0.396667,0.389504,0.835417,0.344546,120,907,1027
record_479,summer,2012yr,apr,no_holiday,weekday_1,workday,Mist,0.321667,0.301125,0.766667,0.303496,195,3019,3214
record_480,summer,2012yr,apr,no_holiday,weekday_2,workday,Clear,0.413333,0.405283,0.454167,0.249383,518,5115,5633
record_481,summer,2012yr,apr,no_holiday,weekday_3,workday,Clear,0.476667,0.470317,0.427917,0.118792,655,5541,6196
record_482,summer,2012yr,apr,no_holiday,weekday_4,workday,Mist,0.498333,0.483583,0.756667,0.176625,475,4551,5026
record_483,summer,2012yr,apr,no_holiday,weekday_5,workday,Clear,0.4575,0.452637,0.400833,0.347633,1014,5219,6233
record_484,summer,2012yr,apr,no_holiday,weekday_6,not_workday,Mist,0.376667,0.377504,0.489583,0.129975,1120,3100,4220
record_485,summer,2012yr,apr,no_holiday,weekday_0,not_workday,Clear,0.458333,0.450121,0.587083,0.116908,2229,4075,6304
record_486,summer,2012yr,apr,no_holiday,weekday_1,workday,Mist,0.464167,0.457696,0.57,0.171638,665,4907,5572
record_487,summer,2012yr,may,no_holiday,weekday_2,workday,Mist,0.613333,0.577021,0.659583,0.156096,653,5087,5740
record_488,summer,2012yr,may,no_holiday,weekday_3,workday,Clear,0.564167,0.537896,0.797083,0.138058,667,5502,6169
record_489,summer,2012yr,may,no_holiday,weekday_4,workday,Mist,0.56,0.537242,0.768333,0.133696,764,5657,6421
record_490,summer,2012yr,may,no_holiday,weekday_5,workday,Clear,0.6275,0.590917,0.735417,0.162938,1069,5227,6296
record_491,summer,2012yr,may,no_holiday,weekday_6,not_workday,Mist,0.621667,0.584608,0.756667,0.152992,2496,4387,6883
record_492,summer,2012yr,may,no_holiday,weekday_0,not_workday,Mist,0.5625,0.546737,0.74,0.149879,2135,4224,6359
record_493,summer,2012yr,may,no_holiday,weekday_1,workday,Mist,0.5375,0.527142,0.664167,0.230721,1008,5265,6273
record_494,summer,2012yr,may,no_holiday,weekday_2,workday,Mist,0.581667,0.557471,0.685833,0.296029,738,4990,5728
record_495,summer,2012yr,may,no_holiday,weekday_3,workday,Mist,0.575,0.553025,0.744167,0.216412,620,4097,4717
record_496,summer,2012yr,may,no_holiday,weekday_4,workday,Clear,0.505833,0.491783,0.552083,0.314063,1026,5546,6572
record_497,summer,2012yr,may,no_holiday,weekday_5,workday,Clear,0.533333,0.520833,0.360417,0.236937,1319,5711,7030
record_498,summer,2012yr,may,no_holiday,weekday_6,not_workday,Clear,0.564167,0.544817,0.480417,0.123133,2622,4807,7429
record_499,summer,2012yr,may,no_holiday,weekday_0,not_workday,Clear,0.6125,0.585238,0.57625,0.225117,2172,3946,6118
record_500,summer,2012yr,may,no_holiday,weekday_1,workday,Mist,0.573333,0.5499,0.789583,0.212692,342,2501,2843
record_501,summer,2012yr,may,no_holiday,weekday_2,workday,Mist,0.611667,0.576404,0.794583,0.147392,625,4490,5115
record_502,summer,2012yr,may,no_holiday,weekday_3,workday,Clear,0.636667,0.595975,0.697917,0.122512,991,6433,7424
record_503,summer,2012yr,may,no_holiday,weekday_4,workday,Clear,0.593333,0.572613,0.52,0.229475,1242,6142,7384
record_504,summer,2012yr,may,no_holiday,weekday_5,workday,Clear,0.564167,0.551121,0.523333,0.136817,1521,6118,7639
record_505,summer,2012yr,may,no_holiday,weekday_6,not_workday,Clear,0.6,0.566908,0.45625,0.083975,3410,4884,8294
record_506,summer,2012yr,may,no_holiday,weekday_0,not_workday,Clear,0.620833,0.583967,0.530417,0.254367,2704,4425,7129
record_507,summer,2012yr,may,no_holiday,weekday_1,workday,Mist,0.598333,0.565667,0.81125,0.233204,630,3729,4359
record_508,summer,2012yr,may,no_holiday,weekday_2,workday,Mist,0.615,0.580825,0.765833,0.118167,819,5254,6073
record_509,summer,2012yr,may,no_holiday,weekday_3,workday,Mist,0.621667,0.584612,0.774583,0.102,766,4494,5260
record_510,summer,2012yr,may,no_holiday,weekday_4,workday,Clear,0.655,0.6067,0.716667,0.172896,1059,5711,6770
record_511,summer,2012yr,may,no_holiday,weekday_5,workday,Clear,0.68,0.627529,0.747083,0.14055,1417,5317,6734
record_512,summer,2012yr,may,no_holiday,weekday_6,not_workday,Clear,0.6925,0.642696,0.7325,0.198992,2855,3681,6536
record_513,summer,2012yr,may,no_holiday,weekday_0,not_workday,Clear,0.69,0.641425,0.697083,0.215171,3283,3308,6591
record_514,summer,2012yr,may,holiday,weekday_1,not_workday,Clear,0.7125,0.6793,0.67625,0.196521,2557,3486,6043
record_515,summer,2012yr,may,no_holiday,weekday_2,workday,Clear,0.7225,0.672992,0.684583,0.2954,880,4863,5743
record_516,summer,2012yr,may,no_holiday,weekday_3,workday,Mist,0.656667,0.611129,0.67,0.134329,745,6110,6855
record_517,summer,2012yr,may,no_holiday,weekday_4,workday,Clear,0.68,0.631329,0.492917,0.195279,1100,6238,7338
record_518,summer,2012yr,jun,no_holiday,weekday_5,workday,Mist,0.654167,0.607962,0.755417,0.237563,533,3594,4127
record_519,summer,2012yr,jun,no_holiday,weekday_6,not_workday,Clear,0.583333,0.566288,0.549167,0.186562,2795,5325,8120
record_520,summer,2012yr,jun,no_holiday,weekday_0,not_workday,Clear,0.6025,0.575133,0.493333,0.184087,2494,5147,7641
record_521,summer,2012yr,jun,no_holiday,weekday_1,workday,Clear,0.5975,0.578283,0.487083,0.284833,1071,5927,6998
record_522,summer,2012yr,jun,no_holiday,weekday_2,workday,Mist,0.540833,0.525892,0.613333,0.209575,968,6033,7001
record_523,summer,2012yr,jun,no_holiday,weekday_3,workday,Clear,0.554167,0.542292,0.61125,0.077125,1027,6028,7055
record_524,summer,2012yr,jun,no_holiday,weekday_4,workday,Clear,0.6025,0.569442,0.567083,0.15735,1038,6456,7494
record_525,summer,2012yr,jun,no_holiday,weekday_5,workday,Clear,0.649167,0.597862,0.467917,0.175383,1488,6248,7736
record_526,summer,2012yr,jun,no_holiday,weekday_6,not_workday,Clear,0.710833,0.648367,0.437083,0.144287,2708,4790,7498
record_527,summer,2012yr,jun,no_holiday,weekday_0,not_workday,Clear,0.726667,0.663517,0.538333,0.133721,2224,4374,6598
record_528,summer,2012yr,jun,no_holiday,weekday_1,workday,Mist,0.720833,0.659721,0.587917,0.207713,1017,5647,6664
record_529,summer,2012yr,jun,no_holiday,weekday_2,workday,Mist,0.653333,0.597875,0.833333,0.214546,477,4495,4972
record_530,summer,2012yr,jun,no_holiday,weekday_3,workday,Clear,0.655833,0.611117,0.582083,0.343279,1173,6248,7421
record_531,summer,2012yr,jun,no_holiday,weekday_4,workday,Clear,0.648333,0.624383,0.569583,0.253733,1180,6183,7363
record_532,summer,2012yr,jun,no_holiday,weekday_5,workday,Clear,0.639167,0.599754,0.589583,0.176617,1563,6102,7665
record_533,summer,2012yr,jun,no_holiday,weekday_6,not_workday,Clear,0.631667,0.594708,0.504167,0.166667,2963,4739,7702
record_534,summer,2012yr,jun,no_holiday,weekday_0,not_workday,Clear,0.5925,0.571975,0.59875,0.144904,2634,4344,6978
record_535,summer,2012yr,jun,no_holiday,weekday_1,workday,Mist,0.568333,0.544842,0.777917,0.174746,653,4446,5099
record_536,summer,2012yr,jun,no_holiday,weekday_2,workday,Clear,0.688333,0.654692,0.69,0.148017,968,5857,6825
record_537,summer,2012yr,jun,no_holiday,weekday_3,workday,Clear,0.7825,0.720975,0.592083,0.113812,872,5339,6211
record_538,fall,2012yr,jun,no_holiday,weekday_4,workday,Clear,0.805833,0.752542,0.567917,0.118787,778,5127,5905
record_539,fall,2012yr,jun,no_holiday,weekday_5,workday,Clear,0.7775,0.724121,0.57375,0.182842,964,4859,5823
record_540,fall,2012yr,jun,no_holiday,weekday_6,not_workday,Clear,0.731667,0.652792,0.534583,0.179721,2657,4801,7458
record_541,fall,2012yr,jun,no_holiday,weekday_0,not_workday,Clear,0.743333,0.674254,0.479167,0.145525,2551,4340,6891
record_542,fall,2012yr,jun,no_holiday,weekday_1,workday,Clear,0.715833,0.654042,0.504167,0.300383,1139,5640,6779
record_543,fall,2012yr,jun,no_holiday,weekday_2,workday,Clear,0.630833,0.594704,0.373333,0.347642,1077,6365,7442
record_544,fall,2012yr,jun,no_holiday,weekday_3,workday,Clear,0.6975,0.640792,0.36,0.271775,1077,6258,7335
record_545,fall,2012yr,jun,no_holiday,weekday_4,workday,Clear,0.749167,0.675512,0.4225,0.17165,921,5958,6879
record_546,fall,2012yr,jun,no_holiday,weekday_5,workday,Clear,0.834167,0.786613,0.48875,0.165417,829,4634,5463
record_547,fall,2012yr,jun,no_holiday,weekday_6,not_workday,Clear,0.765,0.687508,0.60125,0.161071,1455,4232,5687
record_548,fall,2012yr,jul,no_holiday,weekday_0,not_workday,Clear,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
record_549,fall,2012yr,jul,no_holiday,weekday_1,workday,Clear,0.781667,0.702038,0.447083,0.195267,904,5323,6227
record_550,fall,2012yr,jul,no_holiday,weekday_2,workday,Clear,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
record_551,fall,2012yr,jul,holiday,weekday_3,not_workday,Clear,0.789167,0.732337,0.53875,0.13495,2562,4841,7403
record_552,fall,2012yr,jul,no_holiday,weekday_4,workday,Clear,0.8275,0.761367,0.457917,0.194029,1405,4836,6241
record_553,fall,2012yr,jul,no_holiday,weekday_5,workday,Clear,0.828333,0.752533,0.450833,0.146142,1366,4841,6207
record_554,fall,2012yr,jul,no_holiday,weekday_6,not_workday,Clear,0.861667,0.804913,0.492083,0.163554,1448,3392,4840
record_555,fall,2012yr,jul,no_holiday,weekday_0,not_workday,Clear,0.8225,0.790396,0.57375,0.125629,1203,3469,4672
record_556,fall,2012yr,jul,no_holiday,weekday_1,workday,Mist,0.710833,0.654054,0.683333,0.180975,998,5571,6569
record_557,fall,2012yr,jul,no_holiday,weekday_2,workday,Mist,0.720833,0.664796,0.6675,0.151737,954,5336,6290
record_558,fall,2012yr,jul,no_holiday,weekday_3,workday,Clear,0.716667,0.650271,0.633333,0.151733,975,6289,7264
record_559,fall,2012yr,jul,no_holiday,weekday_4,workday,Clear,0.715833,0.654683,0.529583,0.146775,1032,6414,7446
record_560,fall,2012yr,jul,no_holiday,weekday_5,workday,Mist,0.731667,0.667933,0.485833,0.08085,1511,5988,7499
record_561,fall,2012yr,jul,no_holiday,weekday_6,not_workday,Mist,0.703333,0.666042,0.699167,0.143679,2355,4614,6969
record_562,fall,2012yr,jul,no_holiday,weekday_0,not_workday,Clear,0.745833,0.705196,0.717917,0.166667,1920,4111,6031
record_563,fall,2012yr,jul,no_holiday,weekday_1,workday,Clear,0.763333,0.724125,0.645,0.164187,1088,5742,6830
record_564,fall,2012yr,jul,no_holiday,weekday_2,workday,Clear,0.818333,0.755683,0.505833,0.114429,921,5865,6786
record_565,fall,2012yr,jul,no_holiday,weekday_3,workday,Clear,0.793333,0.745583,0.577083,0.137442,799,4914,5713
record_566,fall,2012yr,jul,no_holiday,weekday_4,workday,Clear,0.77,0.714642,0.600417,0.165429,888,5703,6591
record_567,fall,2012yr,jul,no_holiday,weekday_5,workday,Mist,0.665833,0.613025,0.844167,0.208967,747,5123,5870
record_568,fall,2012yr,jul,no_holiday,weekday_6,not_workday,Light Snow-Light Rain,0.595833,0.549912,0.865417,0.2133,1264,3195,4459
record_569,fall,2012yr,jul,no_holiday,weekday_0,not_workday,Mist,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410
record_570,fall,2012yr,jul,no_holiday,weekday_1,workday,Clear,0.741667,0.690017,0.694167,0.138683,1135,5831,6966
record_571,fall,2012yr,jul,no_holiday,weekday_2,workday,Clear,0.750833,0.70645,0.655,0.211454,1140,6452,7592
record_572,fall,2012yr,jul,no_holiday,weekday_3,workday,Clear,0.724167,0.654054,0.45,0.1648,1383,6790,8173
record_573,fall,2012yr,jul,no_holiday,weekday_4,workday,Clear,0.776667,0.739263,0.596667,0.284813,1036,5825,6861
record_574,fall,2012yr,jul,no_holiday,weekday_5,workday,Clear,0.781667,0.734217,0.594583,0.152992,1259,5645,6904
record_575,fall,2012yr,jul,no_holiday,weekday_6,not_workday,Clear,0.755833,0.697604,0.613333,0.15735,2234,4451,6685
record_576,fall,2012yr,jul,no_holiday,weekday_0,not_workday,Clear,0.721667,0.667933,0.62375,0.170396,2153,4444,6597
record_577,fall,2012yr,jul,no_holiday,weekday_1,workday,Clear,0.730833,0.684987,0.66875,0.153617,1040,6065,7105
record_578,fall,2012yr,jul,no_holiday,weekday_2,workday,Clear,0.713333,0.662896,0.704167,0.165425,968,6248,7216
record_579,fall,2012yr,aug,no_holiday,weekday_3,workday,Clear,0.7175,0.667308,0.6775,0.141179,1074,6506,7580
record_580,fall,2012yr,aug,no_holiday,weekday_4,workday,Clear,0.7525,0.707088,0.659583,0.129354,983,6278,7261
record_581,fall,2012yr,aug,no_holiday,weekday_5,workday,Mist,0.765833,0.722867,0.6425,0.215792,1328,5847,7175
record_582,fall,2012yr,aug,no_holiday,weekday_6,not_workday,Clear,0.793333,0.751267,0.613333,0.257458,2345,4479,6824
record_583,fall,2012yr,aug,no_holiday,weekday_0,not_workday,Clear,0.769167,0.731079,0.6525,0.290421,1707,3757,5464
record_584,fall,2012yr,aug,no_holiday,weekday_1,workday,Mist,0.7525,0.710246,0.654167,0.129354,1233,5780,7013
record_585,fall,2012yr,aug,no_holiday,weekday_2,workday,Mist,0.735833,0.697621,0.70375,0.116908,1278,5995,7273
record_586,fall,2012yr,aug,no_holiday,weekday_3,workday,Mist,0.75,0.707717,0.672917,0.1107,1263,6271,7534
record_587,fall,2012yr,aug,no_holiday,weekday_4,workday,Clear,0.755833,0.699508,0.620417,0.1561,1196,6090,7286
record_588,fall,2012yr,aug,no_holiday,weekday_5,workday,Mist,0.715833,0.667942,0.715833,0.238813,1065,4721,5786
record_589,fall,2012yr,aug,no_holiday,weekday_6,not_workday,Mist,0.6925,0.638267,0.732917,0.206479,2247,4052,6299
record_590,fall,2012yr,aug,no_holiday,weekday_0,not_workday,Clear,0.700833,0.644579,0.530417,0.122512,2182,4362,6544
record_591,fall,2012yr,aug,no_holiday,weekday_1,workday,Clear,0.720833,0.662254,0.545417,0.136212,1207,5676,6883
record_592,fall,2012yr,aug,no_holiday,weekday_2,workday,Clear,0.726667,0.676779,0.686667,0.169158,1128,5656,6784
record_593,fall,2012yr,aug,no_holiday,weekday_3,workday,Clear,0.706667,0.654037,0.619583,0.169771,1198,6149,7347
record_594,fall,2012yr,aug,no_holiday,weekday_4,workday,Clear,0.719167,0.654688,0.519167,0.141796,1338,6267,7605
record_595,fall,2012yr,aug,no_holiday,weekday_5,workday,Clear,0.723333,0.2424,0.570833,0.231354,1483,5665,7148
record_596,fall,2012yr,aug,no_holiday,weekday_6,not_workday,Clear,0.678333,0.618071,0.603333,0.177867,2827,5038,7865
record_597,fall,2012yr,aug,no_holiday,weekday_0,not_workday,Mist,0.635833,0.603554,0.711667,0.08645,1208,3341,4549
record_598,fall,2012yr,aug,no_holiday,weekday_1,workday,Mist,0.635833,0.595967,0.734167,0.129979,1026,5504,6530
record_599,fall,2012yr,aug,no_holiday,weekday_2,workday,Clear,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006
record_600,fall,2012yr,aug,no_holiday,weekday_3,workday,Clear,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375
record_601,fall,2012yr,aug,no_holiday,weekday_4,workday,Clear,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765
record_602,fall,2012yr,aug,no_holiday,weekday_5,workday,Mist,0.7025,0.6471,0.615,0.0721458,1325,6257,7582
record_603,fall,2012yr,aug,no_holiday,weekday_6,not_workday,Mist,0.661667,0.618696,0.712917,0.244408,1829,4224,6053
record_604,fall,2012yr,aug,no_holiday,weekday_0,not_workday,Mist,0.653333,0.595996,0.845833,0.228858,1483,3772,5255
record_605,fall,2012yr,aug,no_holiday,weekday_1,workday,Clear,0.703333,0.654688,0.730417,0.128733,989,5928,6917
record_606,fall,2012yr,aug,no_holiday,weekday_2,workday,Clear,0.728333,0.66605,0.62,0.190925,935,6105,7040
record_607,fall,2012yr,aug,no_holiday,weekday_3,workday,Clear,0.685,0.635733,0.552083,0.112562,1177,6520,7697
record_608,fall,2012yr,aug,no_holiday,weekday_4,workday,Clear,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713
record_609,fall,2012yr,aug,no_holiday,weekday_5,workday,Clear,0.764167,0.6894,0.5875,0.168533,1433,5917,7350
record_610,fall,2012yr,sep,no_holiday,weekday_6,not_workday,Mist,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
record_611,fall,2012yr,sep,no_holiday,weekday_0,not_workday,Mist,0.696667,0.649,0.815,0.0640708,2613,3197,5810
record_612,fall,2012yr,sep,holiday,weekday_1,not_workday,Clear,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
record_613,fall,2012yr,sep,no_holiday,weekday_2,workday,Clear,0.725833,0.686888,0.755,0.236321,867,5997,6864
record_614,fall,2012yr,sep,no_holiday,weekday_3,workday,Clear,0.736667,0.708983,0.74125,0.187808,832,6280,7112
record_615,fall,2012yr,sep,no_holiday,weekday_4,workday,Mist,0.696667,0.655329,0.810417,0.142421,611,5592,6203
record_616,fall,2012yr,sep,no_holiday,weekday_5,workday,Clear,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
record_617,fall,2012yr,sep,no_holiday,weekday_6,not_workday,Mist,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
record_618,fall,2012yr,sep,no_holiday,weekday_0,not_workday,Clear,0.61,0.578925,0.5475,0.224496,2570,5657,8227
record_619,fall,2012yr,sep,no_holiday,weekday_1,workday,Clear,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
record_620,fall,2012yr,sep,no_holiday,weekday_2,workday,Clear,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
record_621,fall,2012yr,sep,no_holiday,weekday_3,workday,Clear,0.599167,0.570075,0.577083,0.131846,1050,6820,7870
record_622,fall,2012yr,sep,no_holiday,weekday_4,workday,Clear,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804
record_623,fall,2012yr,sep,no_holiday,weekday_5,workday,Clear,0.633333,0.594083,0.6725,0.103863,1379,6630,8009
record_624,fall,2012yr,sep,no_holiday,weekday_6,not_workday,Clear,0.608333,0.585867,0.501667,0.247521,3160,5554,8714
record_625,fall,2012yr,sep,no_holiday,weekday_0,not_workday,Clear,0.58,0.563125,0.57,0.0901833,2166,5167,7333
record_626,fall,2012yr,sep,no_holiday,weekday_1,workday,Mist,0.580833,0.55305,0.734583,0.151742,1022,5847,6869
record_627,fall,2012yr,sep,no_holiday,weekday_2,workday,Mist,0.623333,0.565067,0.8725,0.357587,371,3702,4073
record_628,fall,2012yr,sep,no_holiday,weekday_3,workday,Clear,0.5525,0.540404,0.536667,0.215175,788,6803,7591
record_629,fall,2012yr,sep,no_holiday,weekday_4,workday,Clear,0.546667,0.532192,0.618333,0.118167,939,6781,7720
record_630,fall,2012yr,sep,no_holiday,weekday_5,workday,Clear,0.599167,0.571971,0.66875,0.154229,1250,6917,8167
record_631,fall,2012yr,sep,no_holiday,weekday_6,not_workday,Clear,0.65,0.610488,0.646667,0.283583,2512,5883,8395
record_632,winter,2012yr,sep,no_holiday,weekday_0,not_workday,Clear,0.529167,0.518933,0.467083,0.223258,2454,5453,7907
record_633,winter,2012yr,sep,no_holiday,weekday_1,workday,Clear,0.514167,0.502513,0.492917,0.142404,1001,6435,7436
record_634,winter,2012yr,sep,no_holiday,weekday_2,workday,Clear,0.55,0.544179,0.57,0.236321,845,6693,7538
record_635,winter,2012yr,sep,no_holiday,weekday_3,workday,Clear,0.635,0.596613,0.630833,0.2444,787,6946,7733
record_636,winter,2012yr,sep,no_holiday,weekday_4,workday,Mist,0.65,0.607975,0.690833,0.134342,751,6642,7393
record_637,winter,2012yr,sep,no_holiday,weekday_5,workday,Mist,0.619167,0.585863,0.69,0.164179,1045,6370,7415
record_638,winter,2012yr,sep,no_holiday,weekday_6,not_workday,Clear,0.5425,0.530296,0.542917,0.227604,2589,5966,8555
record_639,winter,2012yr,sep,no_holiday,weekday_0,not_workday,Clear,0.526667,0.517663,0.583333,0.134958,2015,4874,6889
record_640,winter,2012yr,oct,no_holiday,weekday_1,workday,Mist,0.520833,0.512,0.649167,0.0908042,763,6015,6778
record_641,winter,2012yr,oct,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.590833,0.542333,0.871667,0.104475,315,4324,4639
record_642,winter,2012yr,oct,no_holiday,weekday_3,workday,Mist,0.6575,0.599133,0.79375,0.0665458,728,6844,7572
record_643,winter,2012yr,oct,no_holiday,weekday_4,workday,Mist,0.6575,0.607975,0.722917,0.117546,891,6437,7328
record_644,winter,2012yr,oct,no_holiday,weekday_5,workday,Clear,0.615,0.580187,0.6275,0.10635,1516,6640,8156
record_645,winter,2012yr,oct,no_holiday,weekday_6,not_workday,Clear,0.554167,0.538521,0.664167,0.268025,3031,4934,7965
record_646,winter,2012yr,oct,no_holiday,weekday_0,not_workday,Mist,0.415833,0.419813,0.708333,0.141162,781,2729,3510
record_647,winter,2012yr,oct,holiday,weekday_1,not_workday,Mist,0.383333,0.387608,0.709583,0.189679,874,4604,5478
record_648,winter,2012yr,oct,no_holiday,weekday_2,workday,Mist,0.446667,0.438112,0.761667,0.1903,601,5791,6392
record_649,winter,2012yr,oct,no_holiday,weekday_3,workday,Clear,0.514167,0.503142,0.630833,0.187821,780,6911,7691
record_650,winter,2012yr,oct,no_holiday,weekday_4,workday,Clear,0.435,0.431167,0.463333,0.181596,834,6736,7570
record_651,winter,2012yr,oct,no_holiday,weekday_5,workday,Clear,0.4375,0.433071,0.539167,0.235092,1060,6222,7282
record_652,winter,2012yr,oct,no_holiday,weekday_6,not_workday,Clear,0.393333,0.391396,0.494583,0.146142,2252,4857,7109
record_653,winter,2012yr,oct,no_holiday,weekday_0,not_workday,Clear,0.521667,0.508204,0.640417,0.278612,2080,4559,6639
record_654,winter,2012yr,oct,no_holiday,weekday_1,workday,Mist,0.561667,0.53915,0.7075,0.296037,760,5115,5875
record_655,winter,2012yr,oct,no_holiday,weekday_2,workday,Clear,0.468333,0.460846,0.558333,0.182221,922,6612,7534
record_656,winter,2012yr,oct,no_holiday,weekday_3,workday,Clear,0.455833,0.450108,0.692917,0.101371,979,6482,7461
record_657,winter,2012yr,oct,no_holiday,weekday_4,workday,Mist,0.5225,0.512625,0.728333,0.236937,1008,6501,7509
record_658,winter,2012yr,oct,no_holiday,weekday_5,workday,Mist,0.563333,0.537896,0.815,0.134954,753,4671,5424
record_659,winter,2012yr,oct,no_holiday,weekday_6,not_workday,Clear,0.484167,0.472842,0.572917,0.117537,2806,5284,8090
record_660,winter,2012yr,oct,no_holiday,weekday_0,not_workday,Clear,0.464167,0.456429,0.51,0.166054,2132,4692,6824
record_661,winter,2012yr,oct,no_holiday,weekday_1,workday,Clear,0.4875,0.482942,0.568333,0.0814833,830,6228,7058
record_662,winter,2012yr,oct,no_holiday,weekday_2,workday,Clear,0.544167,0.530304,0.641667,0.0945458,841,6625,7466
record_663,winter,2012yr,oct,no_holiday,weekday_3,workday,Clear,0.5875,0.558721,0.63625,0.0727792,795,6898,7693
record_664,winter,2012yr,oct,no_holiday,weekday_4,workday,Mist,0.55,0.529688,0.800417,0.124375,875,6484,7359
