instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
record_6511,winter,2011yr,oct,hour_20,no_holiday,weekday_1,workday,Light Snow-Light Rain,0.4,0.4091,0.82,0,13,191,204
record_6512,winter,2011yr,oct,hour_21,no_holiday,weekday_1,workday,Mist,0.4,0.4091,0.82,0,10,128,138
record_6513,winter,2011yr,oct,hour_22,no_holiday,weekday_1,workday,Mist,0.4,0.4091,0.82,0,12,79,91
record_6514,winter,2011yr,oct,hour_23,no_holiday,weekday_1,workday,Mist,0.4,0.4091,0.82,0.1045,11,43,54
record_6515,winter,2011yr,oct,hour_0,no_holiday,weekday_2,workday,Mist,0.4,0.4091,0.87,0.0896,5,22,27
record_6516,winter,2011yr,oct,hour_1,no_holiday,weekday_2,workday,Mist,0.4,0.4091,0.87,0.1045,1,8,9
record_6517,winter,2011yr,oct,hour_2,no_holiday,weekday_2,workday,Mist,0.4,0.4091,0.87,0,1,2,3
record_6518,winter,2011yr,oct,hour_3,no_holiday,weekday_2,workday,Clear,0.4,0.4091,0.82,0.1045,3,3,6
record_6519,winter,2011yr,oct,hour_4,no_holiday,weekday_2,workday,Clear,0.4,0.4091,0.82,0.0896,3,4,7
record_6520,winter,2011yr,oct,hour_5,no_holiday,weekday_2,workday,Clear,0.4,0.4091,0.82,0.1343,2,25,27
record_6521,winter,2011yr,oct,hour_6,no_holiday,weekday_2,workday,Clear,0.4,0.4091,0.82,0.1045,3,109,112
record_6522,winter,2011yr,oct,hour_7,no_holiday,weekday_2,workday,Clear,0.42,0.4242,0.82,0.2836,11,298,309
record_6523,winter,2011yr,oct,hour_8,no_holiday,weekday_2,workday,Clear,0.44,0.4394,0.77,0.2239,28,372,400
record_6524,winter,2011yr,oct,hour_9,no_holiday,weekday_2,workday,Clear,0.46,0.4545,0.67,0.2537,19,168,187
record_6525,winter,2011yr,oct,hour_10,no_holiday,weekday_2,workday,Clear,0.48,0.4697,0.67,0.2836,19,107,126
record_6526,winter,2011yr,oct,hour_11,no_holiday,weekday_2,workday,Clear,0.54,0.5152,0.64,0.2836,22,102,124
record_6527,winter,2011yr,oct,hour_12,no_holiday,weekday_2,workday,Clear,0.56,0.5303,0.56,0.2985,39,160,199
record_6528,winter,2011yr,oct,hour_13,no_holiday,weekday_2,workday,Clear,0.56,0.5303,0.56,0.2985,20,153,173
record_6529,winter,2011yr,oct,hour_14,no_holiday,weekday_2,workday,Clear,0.58,0.5455,0.53,0.2537,27,156,183
record_6530,winter,2011yr,oct,hour_15,no_holiday,weekday_2,workday,Clear,0.58,0.5455,0.56,0.2836,28,166,194
record_6531,winter,2011yr,oct,hour_16,no_holiday,weekday_2,workday,Clear,0.58,0.5455,0.56,0.3284,36,273,309
record_6532,winter,2011yr,oct,hour_17,no_holiday,weekday_2,workday,Clear,0.56,0.5303,0.6,0.3881,55,530,585
record_6533,winter,2011yr,oct,hour_18,no_holiday,weekday_2,workday,Clear,0.54,0.5152,0.64,0.2836,68,456,524
record_6534,winter,2011yr,oct,hour_19,no_holiday,weekday_2,workday,Clear,0.52,0.5,0.68,0.2239,35,310,345
record_6535,winter,2011yr,oct,hour_20,no_holiday,weekday_2,workday,Clear,0.52,0.5,0.68,0.2239,25,236,261
record_6536,winter,2011yr,oct,hour_21,no_holiday,weekday_2,workday,Clear,0.5,0.4848,0.72,0.1343,22,144,166
record_6537,winter,2011yr,oct,hour_22,no_holiday,weekday_2,workday,Clear,0.5,0.4848,0.72,0.1343,8,106,114
record_6538,winter,2011yr,oct,hour_23,no_holiday,weekday_2,workday,Clear,0.48,0.4697,0.77,0.1343,6,60,66
record_6539,winter,2011yr,oct,hour_0,no_holiday,weekday_3,workday,Clear,0.48,0.4697,0.77,0.1343,7,36,43
record_6540,winter,2011yr,oct,hour_1,no_holiday,weekday_3,workday,Clear,0.48,0.4697,0.77,0.1642,4,7,11
record_6541,winter,2011yr,oct,hour_2,no_holiday,weekday_3,workday,Clear,0.46,0.4545,0.82,0.1642,1,2,3
record_6542,winter,2011yr,oct,hour_3,no_holiday,weekday_3,workday,Clear,0.46,0.4545,0.82,0.1045,1,5,6
record_6543,winter,2011yr,oct,hour_4,no_holiday,weekday_3,workday,Clear,0.44,0.4394,0.88,0,1,4,5
record_6544,winter,2011yr,oct,hour_5,no_holiday,weekday_3,workday,Clear,0.44,0.4394,0.82,0.1343,3,29,32
record_6545,winter,2011yr,oct,hour_6,no_holiday,weekday_3,workday,Clear,0.44,0.4394,0.82,0.1045,5,112,117
record_6546,winter,2011yr,oct,hour_7,no_holiday,weekday_3,workday,Clear,0.46,0.4545,0.77,0.1045,9,292,301
record_6547,winter,2011yr,oct,hour_8,no_holiday,weekday_3,workday,Clear,0.52,0.5,0.63,0,26,441,467
record_6548,winter,2011yr,oct,hour_9,no_holiday,weekday_3,workday,Clear,0.54,0.5152,0.6,0.2985,32,187,219
record_6549,winter,2011yr,oct,hour_10,no_holiday,weekday_3,workday,Clear,0.56,0.5303,0.56,0.3881,30,103,133
record_6550,winter,2011yr,oct,hour_11,no_holiday,weekday_3,workday,Clear,0.6,0.6212,0.46,0.2836,32,138,170
record_6551,winter,2011yr,oct,hour_12,no_holiday,weekday_3,workday,Clear,0.62,0.6212,0.43,0.3284,34,180,214
record_6552,winter,2011yr,oct,hour_13,no_holiday,weekday_3,workday,Clear,0.64,0.6212,0.41,0.2239,30,189,219
record_6553,winter,2011yr,oct,hour_14,no_holiday,weekday_3,workday,Clear,0.64,0.6212,0.41,0.2836,34,156,190
record_6554,winter,2011yr,oct,hour_15,no_holiday,weekday_3,workday,Clear,0.64,0.6212,0.47,0.2836,35,147,182
record_6555,winter,2011yr,oct,hour_16,no_holiday,weekday_3,workday,Clear,0.64,0.6212,0.47,0.3284,37,245,282
record_6556,winter,2011yr,oct,hour_17,no_holiday,weekday_3,workday,Clear,0.64,0.6212,0.47,0.2537,66,525,591
record_6557,winter,2011yr,oct,hour_18,no_holiday,weekday_3,workday,Clear,0.6,0.6212,0.53,0.1642,57,536,593
record_6558,winter,2011yr,oct,hour_19,no_holiday,weekday_3,workday,Clear,0.58,0.5455,0.56,0.1343,40,334,374
record_6559,winter,2011yr,oct,hour_20,no_holiday,weekday_3,workday,Clear,0.52,0.5,0.77,0.1642,18,228,246
record_6560,winter,2011yr,oct,hour_21,no_holiday,weekday_3,workday,Clear,0.5,0.4848,0.82,0.1045,28,173,201
record_6561,winter,2011yr,oct,hour_22,no_holiday,weekday_3,workday,Clear,0.52,0.5,0.72,0,20,134,154
record_6562,winter,2011yr,oct,hour_23,no_holiday,weekday_3,workday,Clear,0.5,0.4848,0.77,0.1045,9,64,73
record_6563,winter,2011yr,oct,hour_0,no_holiday,weekday_4,workday,Clear,0.5,0.4848,0.72,0.194,6,34,40
record_6564,winter,2011yr,oct,hour_1,no_holiday,weekday_4,workday,Clear,0.48,0.4697,0.63,0.194,5,17,22
record_6565,winter,2011yr,oct,hour_2,no_holiday,weekday_4,workday,Clear,0.46,0.4545,0.67,0.194,2,8,10
record_6566,winter,2011yr,oct,hour_3,no_holiday,weekday_4,workday,Clear,0.44,0.4394,0.67,0.2239,1,4,5
record_6567,winter,2011yr,oct,hour_4,no_holiday,weekday_4,workday,Clear,0.44,0.4394,0.62,0.2836,0,5,5
record_6568,winter,2011yr,oct,hour_5,no_holiday,weekday_4,workday,Clear,0.42,0.4242,0.62,0.194,0,24,24
record_6569,winter,2011yr,oct,hour_6,no_holiday,weekday_4,workday,Clear,0.4,0.4091,0.66,0.194,4,110,114
record_6570,winter,2011yr,oct,hour_7,no_holiday,weekday_4,workday,Clear,0.42,0.4242,0.62,0.194,15,287,302
record_6571,winter,2011yr,oct,hour_8,no_holiday,weekday_4,workday,Clear,0.44,0.4394,0.62,0.1642,20,437,457
record_6572,winter,2011yr,oct,hour_9,no_holiday,weekday_4,workday,Clear,0.46,0.4545,0.63,0.194,20,188,208
record_6573,winter,2011yr,oct,hour_10,no_holiday,weekday_4,workday,Clear,0.52,0.5,0.52,0,24,105,129
record_6574,winter,2011yr,oct,hour_11,no_holiday,weekday_4,workday,Clear,0.54,0.5152,0.49,0,29,115,144
record_6575,winter,2011yr,oct,hour_12,no_holiday,weekday_4,workday,Clear,0.56,0.5303,0.49,0.0896,46,180,226
record_6576,winter,2011yr,oct,hour_13,no_holiday,weekday_4,workday,Clear,0.56,0.5303,0.46,0.0896,33,158,191
record_6577,winter,2011yr,oct,hour_14,no_holiday,weekday_4,workday,Clear,0.58,0.5455,0.43,0.0896,56,139,195
record_6578,winter,2011yr,oct,hour_15,no_holiday,weekday_4,workday,Clear,0.58,0.5455,0.46,0.1343,62,157,219
record_6579,winter,2011yr,oct,hour_16,no_holiday,weekday_4,workday,Clear,0.58,0.5455,0.49,0.194,51,272,323
record_6580,winter,2011yr,oct,hour_17,no_holiday,weekday_4,workday,Clear,0.56,0.5303,0.52,0.1343,63,505,568
record_6581,winter,2011yr,oct,hour_18,no_holiday,weekday_4,workday,Clear,0.54,0.5152,0.64,0.0896,59,479,538
record_6582,winter,2011yr,oct,hour_19,no_holiday,weekday_4,workday,Clear,0.52,0.5,0.59,0.1045,38,305,343
record_6583,winter,2011yr,oct,hour_20,no_holiday,weekday_4,workday,Clear,0.5,0.4848,0.77,0.1045,29,231,260
record_6584,winter,2011yr,oct,hour_21,no_holiday,weekday_4,workday,Clear,0.46,0.4545,0.88,0.0896,34,161,195
record_6585,winter,2011yr,oct,hour_22,no_holiday,weekday_4,workday,Clear,0.46,0.4545,0.82,0,24,124,148
record_6586,winter,2011yr,oct,hour_23,no_holiday,weekday_4,workday,Clear,0.44,0.4394,0.88,0.0896,18,81,99
record_6587,winter,2011yr,oct,hour_0,no_holiday,weekday_5,workday,Clear,0.44,0.4394,0.88,0,19,48,67
record_6588,winter,2011yr,oct,hour_1,no_holiday,weekday_5,workday,Clear,0.44,0.4394,0.88,0,3,25,28
record_6589,winter,2011yr,oct,hour_2,no_holiday,weekday_5,workday,Clear,0.42,0.4242,0.88,0,0,5,5
record_6590,winter,2011yr,oct,hour_3,no_holiday,weekday_5,workday,Clear,0.4,0.4091,0.87,0,1,9,10
record_6591,winter,2011yr,oct,hour_4,no_holiday,weekday_5,workday,Clear,0.4,0.4091,0.87,0.1045,0,5,5
record_6592,winter,2011yr,oct,hour_5,no_holiday,weekday_5,workday,Clear,0.42,0.4242,0.82,0,3,24,27
record_6593,winter,2011yr,oct,hour_6,no_holiday,weekday_5,workday,Clear,0.42,0.4242,0.88,0,3,84,87
record_6594,winter,2011yr,oct,hour_7,no_holiday,weekday_5,workday,Clear,0.42,0.4242,0.94,0,5,237,242
record_6595,winter,2011yr,oct,hour_8,no_holiday,weekday_5,workday,Clear,0.46,0.4545,0.82,0,31,386,417
record_6596,winter,2011yr,oct,hour_9,no_holiday,weekday_5,workday,Clear,0.48,0.4697,0.77,0,34,207,241
record_6597,winter,2011yr,oct,hour_10,no_holiday,weekday_5,workday,Clear,0.52,0.5,0.68,0.0896,48,126,174
record_6598,winter,2011yr,oct,hour_11,no_holiday,weekday_5,workday,Clear,0.56,0.5303,0.63,0,80,150,230
record_6599,winter,2011yr,oct,hour_12,no_holiday,weekday_5,workday,Clear,0.6,0.6212,0.53,0,61,174,235
record_6600,winter,2011yr,oct,hour_13,no_holiday,weekday_5,workday,Clear,0.6,0.6212,0.46,0,95,210,305
record_6601,winter,2011yr,oct,hour_14,no_holiday,weekday_5,workday,Clear,0.62,0.6212,0.5,0,77,179,256
record_6602,winter,2011yr,oct,hour_15,no_holiday,weekday_5,workday,Clear,0.66,0.6212,0.41,0,68,202,270
record_6603,winter,2011yr,oct,hour_16,no_holiday,weekday_5,workday,Clear,0.64,0.6212,0.44,0,73,346,419
record_6604,winter,2011yr,oct,hour_17,no_holiday,weekday_5,workday,Clear,0.6,0.6212,0.56,0.2537,101,462,563
record_6605,winter,2011yr,oct,hour_18,no_holiday,weekday_5,workday,Clear,0.56,0.5303,0.6,0.0896,94,371,465
record_6606,winter,2011yr,oct,hour_19,no_holiday,weekday_5,workday,Clear,0.56,0.5303,0.52,0,51,243,294
record_6607,winter,2011yr,oct,hour_20,no_holiday,weekday_5,workday,Clear,0.54,0.5152,0.49,0,30,167,197
record_6608,winter,2011yr,oct,hour_21,no_holiday,weekday_5,workday,Clear,0.5,0.4848,0.68,0,22,144,166
record_6609,winter,2011yr,oct,hour_22,no_holiday,weekday_5,workday,Clear,0.5,0.4848,0.68,0,27,119,146
record_6610,winter,2011yr,oct,hour_23,no_holiday,weekday_5,workday,Clear,0.5,0.4848,0.63,0,23,113,136
record_6611,winter,2011yr,oct,hour_0,no_holiday,weekday_6,not_workday,Clear,0.48,0.4697,0.72,0,17,72,89
record_6612,winter,2011yr,oct,hour_1,no_holiday,weekday_6,not_workday,Clear,0.46,0.4545,0.82,0,14,51,65
record_6613,winter,2011yr,oct,hour_2,no_holiday,weekday_6,not_workday,Clear,0.46,0.4545,0.82,0,4,41,45
record_6614,winter,2011yr,oct,hour_3,no_holiday,weekday_6,not_workday,Clear,0.44,0.4394,0.88,0,4,16,20
record_6615,winter,2011yr,oct,hour_4,no_holiday,weekday_6,not_workday,Clear,0.42,0.4242,0.94,0.1343,3,7,10
record_6616,winter,2011yr,oct,hour_5,no_holiday,weekday_6,not_workday,Clear,0.42,0.4242,0.88,0.1045,1,7,8
record_6617,winter,2011yr,oct,hour_6,no_holiday,weekday_6,not_workday,Clear,0.42,0.4242,0.94,0,6,16,22
record_6618,winter,2011yr,oct,hour_7,no_holiday,weekday_6,not_workday,Clear,0.42,0.4242,0.94,0.0896,27,46,73
record_6619,winter,2011yr,oct,hour_8,no_holiday,weekday_6,not_workday,Clear,0.46,0.4545,0.82,0,14,89,103
record_6620,winter,2011yr,oct,hour_9,no_holiday,weekday_6,not_workday,Clear,0.5,0.4848,0.77,0,54,163,217
record_6621,winter,2011yr,oct,hour_10,no_holiday,weekday_6,not_workday,Clear,0.52,0.5,0.77,0,120,217,337
record_6622,winter,2011yr,oct,hour_11,no_holiday,weekday_6,not_workday,Clear,0.58,0.5455,0.56,0,176,221,397
record_6623,winter,2011yr,oct,hour_12,no_holiday,weekday_6,not_workday,Clear,0.62,0.6212,0.35,0,191,255,446
record_6624,winter,2011yr,oct,hour_13,no_holiday,weekday_6,not_workday,Clear,0.62,0.6212,0.46,0.1045,256,229,485
record_6625,winter,2011yr,oct,hour_14,no_holiday,weekday_6,not_workday,Clear,0.62,0.6212,0.5,0.0896,251,214,465
record_6626,winter,2011yr,oct,hour_15,no_holiday,weekday_6,not_workday,Clear,0.66,0.6212,0.39,0,262,234,496
record_6627,winter,2011yr,oct,hour_16,no_holiday,weekday_6,not_workday,Clear,0.64,0.6212,0.44,0.0896,221,230,451
record_6628,winter,2011yr,oct,hour_17,no_holiday,weekday_6,not_workday,Clear,0.62,0.6212,0.5,0.1343,174,219,393
record_6629,winter,2011yr,oct,hour_18,no_holiday,weekday_6,not_workday,Clear,0.6,0.6212,0.46,0.1045,135,224,359
record_6630,winter,2011yr,oct,hour_19,no_holiday,weekday_6,not_workday,Clear,0.54,0.5152,0.68,0.1343,76,172,248
record_6631,winter,2011yr,oct,hour_20,no_holiday,weekday_6,not_workday,Clear,0.52,0.5,0.77,0.1045,78,124,202
record_6632,winter,2011yr,oct,hour_21,no_holiday,weekday_6,not_workday,Clear,0.52,0.5,0.77,0,54,133,187
record_6633,winter,2011yr,oct,hour_22,no_holiday,weekday_6,not_workday,Clear,0.5,0.4848,0.77,0,45,104,149
record_6634,winter,2011yr,oct,hour_23,no_holiday,weekday_6,not_workday,Clear,0.48,0.4697,0.88,0,52,90,142
record_6635,winter,2011yr,oct,hour_0,no_holiday,weekday_0,not_workday,Clear,0.46,0.4545,0.88,0.0896,46,83,129
record_6636,winter,2011yr,oct,hour_1,no_holiday,weekday_0,not_workday,Clear,0.46,0.4545,0.88,0,15,63,78
record_6637,winter,2011yr,oct,hour_2,no_holiday,weekday_0,not_workday,Clear,0.46,0.4545,0.88,0,20,35,55
record_6638,winter,2011yr,oct,hour_3,no_holiday,weekday_0,not_workday,Clear,0.44,0.4394,0.88,0,10,20,30
record_6639,winter,2011yr,oct,hour_4,no_holiday,weekday_0,not_workday,Clear,0.44,0.4394,0.88,0,7,7,14
record_6640,winter,2011yr,oct,hour_5,no_holiday,weekday_0,not_workday,Clear,0.44,0.4394,0.88,0,1,14,15
record_6641,winter,2011yr,oct,hour_6,no_holiday,weekday_0,not_workday,Clear,0.44,0.4394,0.88,0,7,14,21
record_6642,winter,2011yr,oct,hour_7,no_holiday,weekday_0,not_workday,Clear,0.44,0.4394,0.86,0,18,26,44
record_6643,winter,2011yr,oct,hour_8,no_holiday,weekday_0,not_workday,Clear,0.46,0.4545,0.88,0,25,82,107
record_6644,winter,2011yr,oct,hour_9,no_holiday,weekday_0,not_workday,Clear,0.5,0.4848,0.77,0,66,119,185
record_6645,winter,2011yr,oct,hour_10,no_holiday,weekday_0,not_workday,Clear,0.56,0.5303,0.68,0.0896,155,210,365
record_6646,winter,2011yr,oct,hour_11,no_holiday,weekday_0,not_workday,Clear,0.62,0.6212,0.53,0.0896,189,234,423
record_6647,winter,2011yr,oct,hour_12,no_holiday,weekday_0,not_workday,Clear,0.64,0.6212,0.44,0.0896,212,243,455
record_6648,winter,2011yr,oct,hour_13,no_holiday,weekday_0,not_workday,Clear,0.66,0.6212,0.44,0.0896,225,193,418
record_6649,winter,2011yr,oct,hour_14,no_holiday,weekday_0,not_workday,Clear,0.68,0.6364,0.47,0.1642,272,228,500
record_6650,winter,2011yr,oct,hour_15,no_holiday,weekday_0,not_workday,Clear,0.68,0.6364,0.51,0.1642,198,209,407
record_6651,winter,2011yr,oct,hour_16,no_holiday,weekday_0,not_workday,Clear,0.66,0.6212,0.5,0.1343,223,247,470
record_6652,winter,2011yr,oct,hour_17,no_holiday,weekday_0,not_workday,Clear,0.62,0.6061,0.61,0.1045,208,230,438
record_6653,winter,2011yr,oct,hour_18,no_holiday,weekday_0,not_workday,Clear,0.64,0.6212,0.5,0.1045,186,228,414
record_6654,winter,2011yr,oct,hour_19,no_holiday,weekday_0,not_workday,Clear,0.56,0.5303,0.73,0.0896,116,186,302
record_6655,winter,2011yr,oct,hour_20,no_holiday,weekday_0,not_workday,Clear,0.56,0.5303,0.73,0.1045,59,134,193
record_6656,winter,2011yr,oct,hour_21,no_holiday,weekday_0,not_workday,Clear,0.54,0.5152,0.83,0.1045,53,120,173
record_6657,winter,2011yr,oct,hour_22,no_holiday,weekday_0,not_workday,Mist,0.52,0.5,0.94,0,48,104,152
record_6658,winter,2011yr,oct,hour_23,no_holiday,weekday_0,not_workday,Clear,0.5,0.4848,0.88,0.1045,38,85,123
record_6659,winter,2011yr,oct,hour_0,holiday,weekday_1,not_workday,Clear,0.5,0.4848,0.94,0,11,42,53
record_6660,winter,2011yr,oct,hour_1,holiday,weekday_1,not_workday,Clear,0.48,0.4697,0.88,0,4,30,34
record_6661,winter,2011yr,oct,hour_2,holiday,weekday_1,not_workday,Clear,0.48,0.4697,0.88,0,4,15,19
record_6662,winter,2011yr,oct,hour_3,holiday,weekday_1,not_workday,Clear,0.46,0.4545,0.88,0,2,9,11
record_6663,winter,2011yr,oct,hour_4,holiday,weekday_1,not_workday,Clear,0.46,0.4545,0.94,0,2,4,6
record_6664,winter,2011yr,oct,hour_5,holiday,weekday_1,not_workday,Clear,0.46,0.4545,0.94,0,2,19,21
record_6665,winter,2011yr,oct,hour_6,holiday,weekday_1,not_workday,Clear,0.44,0.4394,0.94,0,5,39,44
record_6666,winter,2011yr,oct,hour_7,holiday,weekday_1,not_workday,Clear,0.46,0.4545,0.88,0,12,102,114
record_6667,winter,2011yr,oct,hour_8,holiday,weekday_1,not_workday,Clear,0.52,0.5,0.83,0,27,227,254
record_6668,winter,2011yr,oct,hour_9,holiday,weekday_1,not_workday,Clear,0.54,0.5152,0.77,0,58,161,219
record_6669,winter,2011yr,oct,hour_10,holiday,weekday_1,not_workday,Clear,0.56,0.5303,0.73,0.1642,107,158,265
record_6670,winter,2011yr,oct,hour_11,holiday,weekday_1,not_workday,Clear,0.62,0.6061,0.69,0.0896,139,183,322
record_6671,winter,2011yr,oct,hour_12,holiday,weekday_1,not_workday,Mist,0.7,0.6515,0.48,0.0896,164,201,365
record_6672,winter,2011yr,oct,hour_13,holiday,weekday_1,not_workday,Clear,0.72,0.6515,0.37,0,146,219,365
record_6673,winter,2011yr,oct,hour_14,holiday,weekday_1,not_workday,Clear,0.74,0.6515,0.37,0,147,223,370
record_6674,winter,2011yr,oct,hour_15,holiday,weekday_1,not_workday,Mist,0.72,0.6515,0.42,0.1045,130,254,384
record_6675,winter,2011yr,oct,hour_16,holiday,weekday_1,not_workday,Mist,0.7,0.6364,0.45,0.0896,154,248,402
record_6676,winter,2011yr,oct,hour_17,holiday,weekday_1,not_workday,Mist,0.66,0.6212,0.54,0.1045,125,334,459
record_6677,winter,2011yr,oct,hour_18,holiday,weekday_1,not_workday,Mist,0.64,0.6212,0.53,0,108,365,473
record_6678,winter,2011yr,oct,hour_19,holiday,weekday_1,not_workday,Mist,0.58,0.5455,0.78,0.0896,69,267,336
record_6679,winter,2011yr,oct,hour_20,holiday,weekday_1,not_workday,Clear,0.6,0.5909,0.73,0,37,188,225
record_6680,winter,2011yr,oct,hour_21,holiday,weekday_1,not_workday,Clear,0.56,0.5303,0.88,0.0896,27,148,175
record_6681,winter,2011yr,oct,hour_22,holiday,weekday_1,not_workday,Clear,0.56,0.5303,0.88,0.0896,22,104,126
record_6682,winter,2011yr,oct,hour_23,holiday,weekday_1,not_workday,Mist,0.54,0.5152,0.88,0.1045,12,63,75
record_6683,winter,2011yr,oct,hour_0,no_holiday,weekday_2,workday,Mist,0.54,0.5152,0.88,0,14,16,30
record_6684,winter,2011yr,oct,hour_1,no_holiday,weekday_2,workday,Mist,0.52,0.5,0.94,0.0896,2,9,11
record_6685,winter,2011yr,oct,hour_2,no_holiday,weekday_2,workday,Mist,0.52,0.5,0.94,0.1343,1,4,5
record_6686,winter,2011yr,oct,hour_3,no_holiday,weekday_2,workday,Mist,0.52,0.5,0.88,0.1045,2,1,3
record_6687,winter,2011yr,oct,hour_4,no_holiday,weekday_2,workday,Mist,0.52,0.5,0.88,0.1343,0,5,5
record_6688,winter,2011yr,oct,hour_5,no_holiday,weekday_2,workday,Mist,0.52,0.5,0.88,0,0,20,20
record_6689,winter,2011yr,oct,hour_6,no_holiday,weekday_2,workday,Clear,0.52,0.5,0.83,0.0896,9,114,123
record_6690,winter,2011yr,oct,hour_7,no_holiday,weekday_2,workday,Mist,0.52,0.5,0.88,0.0896,19,333,352
record_6691,winter,2011yr,oct,hour_8,no_holiday,weekday_2,workday,Mist,0.56,0.5303,0.83,0.1045,31,375,406
record_6692,winter,2011yr,oct,hour_9,no_holiday,weekday_2,workday,Mist,0.6,0.5909,0.69,0,40,195,235
record_6693,winter,2011yr,oct,hour_10,no_holiday,weekday_2,workday,Mist,0.6,0.5909,0.69,0.1343,38,111,149
record_6694,winter,2011yr,oct,hour_11,no_holiday,weekday_2,workday,Mist,0.6,0.5909,0.73,0.1642,31,92,123
record_6695,winter,2011yr,oct,hour_12,no_holiday,weekday_2,workday,Mist,0.6,0.5909,0.73,0.1642,51,130,181
record_6696,winter,2011yr,oct,hour_13,no_holiday,weekday_2,workday,Mist,0.6,0.5909,0.73,0.194,42,138,180
record_6697,winter,2011yr,oct,hour_14,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.6,0.5909,0.73,0.1045,54,117,171
record_6698,winter,2011yr,oct,hour_15,no_holiday,weekday_2,workday,Mist,0.6,0.5758,0.78,0.1642,36,139,175
record_6699,winter,2011yr,oct,hour_16,no_holiday,weekday_2,workday,Mist,0.6,0.5909,0.73,0.1642,63,257,320
record_6700,winter,2011yr,oct,hour_17,no_holiday,weekday_2,workday,Mist,0.6,0.5758,0.78,0.2537,70,534,604
record_6701,winter,2011yr,oct,hour_18,no_holiday,weekday_2,workday,Mist,0.6,0.5758,0.78,0.2239,46,493,539
record_6702,winter,2011yr,oct,hour_19,no_holiday,weekday_2,workday,Mist,0.58,0.5455,0.83,0.2239,33,285,318
record_6703,winter,2011yr,oct,hour_20,no_holiday,weekday_2,workday,Mist,0.58,0.5455,0.83,0.2239,31,203,234
record_6704,winter,2011yr,oct,hour_21,no_holiday,weekday_2,workday,Mist,0.58,0.5455,0.78,0.194,17,158,175
record_6705,winter,2011yr,oct,hour_22,no_holiday,weekday_2,workday,Mist,0.56,0.5303,0.83,0.194,27,120,147
record_6706,winter,2011yr,oct,hour_23,no_holiday,weekday_2,workday,Mist,0.56,0.5303,0.83,0.2836,10,47,57
record_6707,winter,2011yr,oct,hour_0,no_holiday,weekday_3,workday,Mist,0.56,0.5303,0.83,0.1343,2,23,25
record_6708,winter,2011yr,oct,hour_1,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.56,0.5303,0.83,0.1343,2,8,10
record_6709,winter,2011yr,oct,hour_2,no_holiday,weekday_3,workday,Mist,0.56,0.5303,0.83,0.2836,0,2,2
record_6710,winter,2011yr,oct,hour_3,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.2985,0,2,2
record_6711,winter,2011yr,oct,hour_4,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.3881,1,6,7
record_6712,winter,2011yr,oct,hour_5,no_holiday,weekday_3,workday,Mist,0.54,0.5152,0.88,0.3284,0,22,22
record_6713,winter,2011yr,oct,hour_6,no_holiday,weekday_3,workday,Mist,0.54,0.5152,0.88,0.2537,5,107,112
record_6714,winter,2011yr,oct,hour_7,no_holiday,weekday_3,workday,Mist,0.54,0.5152,0.88,0.3881,15,244,259
record_6715,winter,2011yr,oct,hour_8,no_holiday,weekday_3,workday,Mist,0.54,0.5152,0.88,0.3881,27,377,404
record_6716,winter,2011yr,oct,hour_9,no_holiday,weekday_3,workday,Mist,0.54,0.5152,0.88,0.4478,14,183,197
record_6717,winter,2011yr,oct,hour_10,no_holiday,weekday_3,workday,Mist,0.54,0.5152,0.88,0.3881,15,98,113
record_6718,winter,2011yr,oct,hour_11,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.3284,18,102,120
record_6719,winter,2011yr,oct,hour_12,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.88,0.3284,9,53,62
record_6720,winter,2011yr,oct,hour_13,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.88,0.2239,25,76,101
record_6721,winter,2011yr,oct,hour_14,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.2836,8,70,78
record_6722,winter,2011yr,oct,hour_15,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.2537,3,42,45
record_6723,winter,2011yr,oct,hour_16,no_holiday,weekday_3,workday,Mist,0.56,0.5303,0.88,0.2239,5,50,55
record_6724,winter,2011yr,oct,hour_17,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.2239,16,235,251
record_6725,winter,2011yr,oct,hour_18,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.1343,11,161,172
record_6726,winter,2011yr,oct,hour_19,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.1343,7,102,109
record_6727,winter,2011yr,oct,hour_20,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.1045,9,81,90
record_6728,winter,2011yr,oct,hour_21,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.54,0.5152,1,0.1045,9,74,83
